"shop_name","shop_address","shop_type","shop_phone","shop_openHours","shop_details","shop_link"
"Farm Fresh Supermarket","4466 Sheppard Ave E, Scarborough, ON M1S 1V2","Grocery Stores","416-321-1038","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Farm-Fresh-Supermarket/6409491.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Al-Meezan Grocery And Halal Meat","1146 Albion Rd, Etobicoke, ON M9V 1A8","Grocery Stores","416-745-1058","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Al-Meezan-Grocery-And-Halal-Meat/57681.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Era Mart Ltd","1148 Albion Rd, Etobicoke, ON M9V 1A8","Grocery Stores","416-645-1817","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/New-Era-Mart-Ltd/1124539.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Maxi & Co","1455 McCowan Rd, Scarborough, ON M1S 5K7","Grocery Stores","416-609-0007","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Maxi-Co/102114660.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Ganesha Spicy Mart","3743 Lawrence Ave E, Scarborough, ON M1G 1P7","Grocery Stores","416-289-2092","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Ganesha-Spicy-Mart/7153303.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","2900 Steeles Ave E, Thornhill, ON L3T 4X1","Grocery Stores","905-881-4900","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Food-Basics/2837667.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"The Green Spot","108 Corporate Dr, Scarborough, ON M1H 3H9","Grocery Stores","416-431-5439","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Scarborough/The-Green-Spot/1570961.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Finch Supermarket And Halal Meat","2450 Finch Ave W, North York, ON M9M 2E9","Grocery Stores","416-746-6328","","","https://www.yellowpages.ca/bus/Ontario/North-York/Finch-Supermarket-And-Halal-Meat/100884181.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mokha Food Center Inc","1162 Albion Rd, Etobicoke, ON M9V 1A8","Grocery Stores","416-746-6387","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Mokha-Food-Center-Inc/2415603.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Apna Kitchen","7 Chandler Dr, Scarborough, ON M1G 1Z1","Grocery Stores","647-977-8604","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Apna-Kitchen/102096318.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"G Prasad O A","4559 Sheppard Ave E, Scarborough, ON M1S 1V3","Grocery Stores","416-291-9260","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Scarborough/G-Prasad-O-A/2474256.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Best Water Net 2000","4500 Sheppard Ave E, Scarborough, ON M1S 3R6","Grocery Stores","416-290-4088","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Best-Water-Net-2000/102096013.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Prasad Caribbean Oriental Specialty Foods Inc","1176 Albion Rd, Etobicoke, ON M9V 1A8","Grocery Stores","416-748-9822","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Prasad-Caribbean-Oriental-Specialty-Foods-Inc/1259182.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Leix Enterprises Inc","12 Kenfin Ave, Scarborough, ON M1S 4E9","Grocery Stores","647-297-9989","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Leix-Enterprises-Inc/102111991.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Valu-Mart","123 Guildwood Pkwy, ON M1E 1P1","Grocery Stores","416-261-6273","","","https://www.yellowpages.ca/bus/Ontario/Valu-Mart/101574378.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lucky Pooja Convenience And Grocery","367 Pitfield Rd, Scarborough, ON M1S 3E5","Grocery Stores","416-321-8310","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Lucky-Pooja-Convenience-And-Grocery/2431561.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Snow Easy","2425 Matheson Blvd E, Mississauga, ON L4W 5K4","Grocery Stores","647-628-3656
1-844-588-7669","","Pack away your shovels and snow blowers and let the professional staff of SnowEasy clear your driveway this winter. Based in Mississauga, SnowEasy prides itself on providing qualit...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Snow-Easy/100765969.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Vanni Market Inc","960 Dundas St E, Mississauga, ON L4Y 2B8","Grocery Stores","905-270-0740","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/New-Vanni-Market-Inc/5823564.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Cream Mount Cakes","Toronto, ON M1G 2N8","Grocery Stores","647-824-9681","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Cream-Mount-Cakes/101663986.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Astro Dairy Products","25 Rakely Crt, Etobicoke, ON M9C 5G2","Grocery Stores","416-622-2811","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Astro-Dairy-Products/102054157.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Marvelous Vegetarian Health Food","922 Dundas St E, Mississauga, ON L4Y 2B8","Grocery Stores","905-279-7888","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Marvelous-Vegetarian-Health-Food/102050757.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Morrison Lamothe Fine Foods","360 Pitfield Rd, Scarborough, ON M1S 3E6","Grocery Stores","416-291-5046","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Morrison-Lamothe-Fine-Foods/102109546.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Lakeshore & Cawthra","406 Lakeshore Rd E, Mississauga, ON L5G 1H5","Grocery Stores","905-278-4447","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Metro-Lakeshore-Cawthra/6132466.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Centra Food Market","2592 Finch Ave W, North York, ON M9M 2G3","Grocery Stores","416-747-8886","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/North-York/Centra-Food-Market/101403058.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Galati Bros Inc","2592 Finch Ave W, North York, ON M9M 2G3","Grocery Stores","416-747-6488","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/North-York/Galati-Bros-Inc/2281423.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Oriental Food Mart","2592 Finch Ave W, North York, ON M9M 2G3","Grocery Stores","416-747-8886","","","https://www.yellowpages.ca/bus/Ontario/North-York/Oriental-Food-Mart/2807920.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","7355 Bayview Ave, Thornhill, ON L3T 5Z2","Grocery Stores, Fruit & Vegetable Stores
More…","905-882-4646","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Longo-s/2381582.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Kaka Enterprise","1025 Markham Rd, Scarborough, ON M1H 2Y5","Grocery Stores","416-289-7033","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Kaka-Enterprise/102106431.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Grocerymarket.Ca","3609 Beechollow Cres, Mississauga, ON L4Y 3T3","Grocery Stores","1-800-310-8050","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Grocerymarket-Ca/102051180.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Galco Food Products Ltd","3691 Weston Rd, North York, ON M9L 1W4","Grocery Stores","416-743-2027","","","https://www.yellowpages.ca/bus/Ontario/North-York/Galco-Food-Products-Ltd/102552281.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"S&A Grandma's Food Inc","19-44 Fasken Dr, Etobicoke, ON M9W 5M8","Grocery Stores","416-722-4023","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/S-A-Grandma-s-Food-Inc/102506304.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Oriental Food Centre","888 Dundas St E, Mississauga, ON L4Y 4G6","Grocery Stores","905-803-9088","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Oriental-Food-Centre/7391277.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Korean Central","23 Fasken Dr, Etobicoke, ON M9W 1K6","Grocery Stores","416-798-9537","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Korean-Central/7157461.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Peter's Valu-Mart","1125 Bloor St, Mississauga, ON L4Y 2N6","Grocery Stores","905-279-1353","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Peter-s-Valu-Mart/97753.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Belmont Meat Products Ltd","230 Signet Dr, North York, ON M9L 1V2","Grocery Stores, Meat Wholesalers","416-749-7250","","Established in 1966, Belmont Meats Ltd. is a manufacturer/processor of quality foodservice and retail meat products. Our company was built with the following vision:To provide: unm...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/North-York/Belmont-Meat-Products-Ltd/178588.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"T&T Supermarket","1 Promenade Cir, Thornhill, ON L4J 4P8","Grocery Stores","905-763-8113","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Thornhill/T-T-Supermarket/2567129.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Yang Sk Food Ltd","23 Milliken Blvd, Scarborough, ON M1V 5H7","Grocery Stores","647-346-3687","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Yang-Sk-Food-Ltd/7711301.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","4141 Dixie Rd, Mississauga, ON L4W 1V5","Grocery Stores","905-238-1366","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Food-Basics/6132086.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food BasicsRockwood Mall","4141 Dixie Rd, Mississauga, ON L4W 1V5","Grocery Stores","905-238-1366","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Food-BasicsRockwood-Mall/101515327.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Coca-Cola Bottling Company","3389 Steeles Ave E, North York, ON M2H 3S8","Grocery Stores","1-800-438-2653","","","https://www.yellowpages.ca/bus/Ontario/North-York/Coca-Cola-Bottling-Company/102104138.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"The Store at Macgregors","264 Garyray Dr, North York, ON M9L 1P1","Grocery Stores","1-800-387-1765","Open until  4:30 pm","","https://www.yellowpages.ca/bus/Ontario/North-York/The-Store-at-Macgregors/102177718.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Baraka Impex","2399 Cawthra Rd, Mississauga, ON L5A 2W9","Grocery Stores","416-953-6387","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Baraka-Impex/102041802.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Chikchuk Healthy Food Catering","Thornhill, ON L4J 1C9","Grocery Stores","647-808-9048","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Chikchuk-Healthy-Food-Catering/101657348.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Hpnk Consulting Services Limited","4206 Hartfield Grove, Mississauga, ON L4W 2Y8","Grocery Stores","416-305-8707","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Hpnk-Consulting-Services-Limited/102045051.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Flexport Nutraceuticals","7030 Woodbine Ave, Markham, ON L3R 6G2","Grocery Stores","905-353-1589","","","https://www.yellowpages.ca/bus/Ontario/Markham/Flexport-Nutraceuticals/102182826.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Panch Vati Supermarket","2141 Ellesmere Rd, Scarborough, ON M1G 3M6","Grocery Stores","416-439-9393","Open until  9:00 pm","At Panchvati Super Market, our mission is to bring the best ingredients from around the world, right to your doorstep. With a wide variety of authentic regional grocery and spice p...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Panch-Vati-Supermarket/2455534.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dixie Grocers","4120 Dixie Rd, Mississauga, ON L4W 4V8","Grocery Stores","905-629-9527","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Dixie-Grocers/2229391.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Dixie Grocers And Halal Meats Inc.","4120 Dixie Rd, Mississauga, ON L4W 4V8","Grocery Stores","905-629-9527","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/New-Dixie-Grocers-And-Halal-Meats-Inc/101515245.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"The Marketplace","2301 Brimley Rd, Scarborough, ON M1S 5B8","Grocery Stores","416-901-7299","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/The-Marketplace/100396496.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Fruit Of The Land Products","26 Cantertrot Crt, Thornhill, ON L4J 7X7","Grocery Stores","905-761-9611","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Fruit-Of-The-Land-Products/101361777.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Nicey's Food Mart","801 Dundas St E, Mississauga, ON L4Y 4G9","Grocery Stores","905-949-0101","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Nicey-s-Food-Mart/102696810.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Prem Grocery Fish And Meat","3857 Lawrence Ave E, Scarborough, ON M1G 1R2","Grocery Stores","416-289-7637","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Prem-Grocery-Fish-And-Meat/2474902.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bestco Food Mart","175 Commander Blvd, Scarborough, ON M1S 3M7","Grocery Stores, Restaurants","416-293-8882","Open until  11:00 pm","Bestco Fresh Food Mart welcomes you to their establishment. They are open after-hours all week. You can get there not only by car but also by public transit and visit them in a nei...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Bestco-Food-Mart/8131773.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Al-Amann Supermarket","20 Nugget Ave, Scarborough, ON M1S 3A7","Grocery Stores","416-609-3740","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Al-Amann-Supermarket/7155349.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Famu","300-3160 Steeles Ave E, Markham, ON L3R 3Y2","Grocery Stores","905-604-5051","","","https://www.yellowpages.ca/bus/Ontario/Markham/Famu/101516836.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"AmcO Envi Tech Inc","2 Nightingale Pl, Scarborough, ON M1G 2E7","Grocery Stores","416-696-0193","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/AmcO-Envi-Tech-Inc/102100903.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Win Target Group Inc","20-4168 Finch Ave E, Suite, Scarborough, ON M1S 5H6","Grocery Stores","416-800-9738","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Win-Target-Group-Inc/102112056.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Heisei Mart","3160 Steeles Ave E, Markham, ON L3R 4G9","Grocery Stores","905-305-7300","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Markham/Heisei-Mart/2312509.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tomaeto Market","1359 Rathburn Rd E, Mississauga, ON L4W 5P7","Grocery Stores","647-866-3797","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Tomaeto-Market/102052187.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Superking Restaurant","226 Jardin Dr, Concord, ON L4K 1Y1","Grocery Stores, Restaurants","905-760-0877","Open until  5:00 pm","Superking Restaurant invites you to their establishment. You can get there by car. Payments by MasterCard and Visa are recognized.","https://www.yellowpages.ca/bus/Ontario/Concord/Superking-Restaurant/8199999.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Diamonds Fine Foods","4-7700 Bathurst St, Thornhill, ON L4J 7Y3","Grocery Stores, Caterers","905-764-3148","Open until  7:00 pm","Diamonds LOW CALORIE, LOW CARB DISHES found in our GOURMET LITE MENU Page are known through-out the city and get rave reviews from our customers. Stand in line at Diamonds and you ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Thornhill/Diamonds-Fine-Foods/6462446.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Diamonds Fine Foods","7700 Bathurst St, Thornhill, ON L4J 7Y3","Gourmet Food Shops","905-764-0916","Open until  7:00 pm","Diamonds LOW CALORIE, LOW CARB DISHES found in our GOURMET LITE MENU Page are known through-out the city and get rave reviews from our customers. Stand in line at Diamonds and you ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Thornhill/Diamonds-Fine-Foods/7008889.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Foodmate International Trading Company","75 Bamburgh Cir, Scarborough, ON M1W 3W1","Grocery Stores","647-439-0119","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Foodmate-International-Trading-Company/102106621.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sheung Thai Supermarket","1255 Markham Rd, Scarborough, ON M1H 2Z5","Grocery Stores","416-439-2146","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Sheung-Thai-Supermarket/2534255.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Zain's Grocery Inc","4-11 Ivy Bush Ave, Scarborough, ON M1V 2W7","Grocery Stores","416-321-6005","Opening at 11:00 am","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Zain-s-Grocery-Inc/1747239.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Health & Wealth Co","1910-225 Bamburgh Cir, Scarborough, ON M1W 3X9","Grocery Stores","416-497-6107","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Health-Wealth-Co/102095543.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
